,index,Unnamed: 0,X,Month,Longitude,Latitude,hours,minutes,crime,Cluster_Index,danger_index
161,2641,2642,2642,2005-12-17,81.633556,25.431201,9,39,Chain,4,260
162,2642,2643,2643,2014-03-07,81.633556,25.431201,6,36,Hit And Run,4,260
163,2643,2644,2644,2011-04-30,81.633556,25.431201,19,17,Rape,4,260
164,2644,2645,2645,2005-08-10,81.632357,25.432971,5,0,Kidnap,4,260
165,2645,2646,2646,2009-03-22,81.632357,25.432971,13,11,Hit And Run,4,260
166,2646,2647,2647,2010-04-05,81.631384,25.432712,8,38,Chain,4,260
167,2647,2648,2648,2012-01-23,81.636748,25.424476,13,51,Murder,4,260
168,2648,2649,2649,2008-10-22,81.641106,25.426768,21,28,Robery,4,260
169,2649,2650,2650,2013-04-09,81.639184,25.425907,18,30,Pick,4,260
170,2650,2651,2651,2012-11-04,81.636748,25.424476,12,10,Chain,4,260
171,2651,2652,2652,2015-05-11,81.641692,25.426134,6,13,Pick,4,260
172,2652,2653,2653,2008-04-28,81.641692,25.426134,12,29,Violence and Offence,4,260
173,2653,2654,2654,2013-10-05,81.641106,25.426768,21,22,Violence and Offence,4,260
174,2654,2655,2655,2006-03-04,81.636748,25.424476,8,55,Murder,4,260
175,2655,2656,2656,2014-04-17,81.636748,25.424476,9,5,Rape,4,260
176,2656,2657,2657,2011-03-10,81.638025,25.425269,0,1,Robery,4,260
177,2657,2658,2658,2010-08-08,81.636748,25.424476,21,58,Chain,4,260
178,2658,2659,2659,2008-09-06,81.638025,25.425269,11,43,Kidnap,4,260
179,2659,2660,2660,2010-12-08,81.640727,25.424886,17,56,Kidnap,4,260
180,2660,2661,2661,2011-04-05,81.639184,25.425907,18,55,Hit And Run,4,260
181,2661,2662,2662,2012-07-30,81.642382,25.42489,22,0,Violence and Offence,4,260
182,2662,2663,2663,2006-06-11,81.636748,25.424476,18,43,Pick,4,260
183,2663,2664,2664,2008-04-04,81.639184,25.425907,15,2,Hit And Run,4,260
184,2664,2665,2665,2005-03-13,81.642382,25.42489,12,19,Rape,4,260
185,2665,2666,2666,2007-01-22,81.642382,25.42489,8,51,Pick,4,260
186,2666,2667,2667,2006-11-19,81.631639,25.428147,13,35,Robery,4,260
187,2667,2668,2668,2006-02-05,81.635202,25.427637,22,46,Rape,4,260
188,2668,2669,2669,2013-04-25,81.635946,25.430007,15,10,Rape,4,260
189,2669,2670,2670,2013-02-27,81.631972,25.427377,18,0,Chain,4,260
190,2670,2671,2671,2009-08-18,81.631639,25.428147,6,19,Rape,4,260
191,2671,2672,2672,2011-10-04,81.632259,25.427991,7,41,Rape,4,260
192,2672,2673,2673,2010-05-25,81.633934,25.429802,10,53,Pick,4,260
193,2673,2674,2674,2012-05-29,81.632904,25.427429,6,43,Murder,4,260
194,2674,2675,2675,2006-10-31,81.635802,25.427705,12,32,Pick,4,260
195,2675,2676,2676,2009-04-19,81.637245,25.430476,17,30,Kidnap,4,260
196,2676,2677,2677,2010-10-21,81.635202,25.427637,1,13,Violence and Offence,4,260
197,2677,2678,2678,2015-03-05,81.636757,25.428746,20,36,Murder,4,260
198,2678,2679,2679,2006-02-05,81.645988,25.431238,11,18,Chain,4,260
199,2679,2680,2680,2014-12-02,81.646723,25.432673,0,21,Pick,4,260
200,2680,2681,2681,2008-09-26,81.646723,25.432673,21,37,Murder,4,260
201,2681,2682,2682,2015-01-08,81.646945,25.430841,5,51,Rape,4,260
202,2682,2683,2683,2006-09-22,81.650078,25.430731,20,32,Robery,4,260
203,2683,2684,2684,2010-11-18,81.646723,25.432673,20,18,Kidnap,4,260
204,2684,2685,2685,2010-02-07,81.649414,25.431472,6,50,Robery,4,260
205,2685,2686,2686,2015-08-22,81.650078,25.430731,17,3,Murder,4,260
206,2686,2687,2687,2013-04-18,81.645988,25.431238,6,5,Kidnap,4,260
207,2687,2688,2688,2009-01-22,81.650078,25.430731,0,27,Hit And Run,4,260
208,2688,2689,2689,2014-10-28,81.649316,25.431804,3,12,Rape,4,260
209,2689,2690,2690,2007-12-20,81.645988,25.431238,13,50,Hit And Run,4,260
210,2690,2691,2691,2011-06-29,81.646723,25.432673,18,20,Pick,4,260
211,2691,2692,2692,2014-10-05,81.646723,25.432673,9,27,Violence and Offence,4,260
212,2692,2693,2693,2005-07-03,81.646723,25.432673,1,44,Violence and Offence,4,260
213,2693,2694,2694,2012-01-08,81.646723,25.432673,8,41,Pick,4,260
214,2694,2695,2695,2008-01-15,81.646498,25.430604,11,38,Hit And Run,4,260
215,2695,2696,2696,2011-01-03,81.645868,25.430536,4,50,Murder,4,260
216,2696,2697,2697,2008-08-14,81.643629,25.429035,7,57,Chain,4,260
217,2697,2698,2698,2007-05-26,81.641864,25.428535,14,47,Hit And Run,4,260
218,2698,2699,2699,2007-02-03,81.644638,25.428342,2,19,Kidnap,4,260
219,2699,2700,2700,2007-06-29,81.64416,25.428859,9,39,Chain,4,260
220,2700,2701,2701,2006-05-16,81.644638,25.428342,12,57,Kidnap,4,260
221,2701,2702,2702,2015-10-30,81.646535,25.42895,19,0,Violence and Offence,4,260
222,2702,2703,2703,2008-08-28,81.644676,25.428657,1,16,Robery,4,260
223,2703,2704,2704,2014-05-09,81.647764,25.429212,2,53,Chain,4,260
224,2704,2705,2705,2011-02-11,81.6451,25.429883,16,51,Pick,4,260
225,2705,2706,2706,2013-06-12,81.643128,25.42922,17,36,Robery,4,260
226,2706,2707,2707,2007-12-11,81.644638,25.428342,2,28,Hit And Run,4,260
227,2707,2708,2708,2012-08-18,81.643128,25.42922,2,56,Rape,4,260
228,2708,2709,2709,2010-09-17,81.644676,25.428657,11,50,Hit And Run,4,260
229,2709,2710,2710,2007-05-13,81.6451,25.429883,8,4,Rape,4,260
230,2710,2711,2711,2010-08-18,81.647764,25.429212,6,32,Chain,4,260
231,2711,2712,2712,2005-08-01,81.641103,25.428898,12,16,Robery,4,260
232,2712,2713,2713,2007-12-03,81.641864,25.428535,17,1,Murder,4,260
233,2713,2714,2714,2008-01-29,81.641103,25.428898,22,7,Murder,4,260
234,2714,2715,2715,2013-09-01,81.644638,25.428342,7,53,Pick,4,260
235,2715,2716,2716,2005-03-22,81.6451,25.429883,4,37,Violence and Offence,4,260
236,2716,2717,2717,2007-10-27,81.641103,25.428898,4,38,Rape,4,260
237,2717,2718,2718,2007-12-23,81.641864,25.428535,19,56,Kidnap,4,260
238,2718,2719,2719,2006-03-14,81.643629,25.429035,12,53,Chain,4,260
239,2719,2720,2720,2009-06-23,81.645356,25.425166,11,1,Chain,4,260
240,2720,2721,2721,2007-09-30,81.64289,25.426431,1,57,Violence and Offence,4,260
241,2721,2722,2722,2009-11-04,81.647475,25.42867,12,33,Pick,4,260
242,2722,2723,2723,2015-09-16,81.647475,25.42867,9,41,Rape,4,260
243,2723,2724,2724,2010-12-25,81.649654,25.426773,9,9,Murder,4,260
244,2724,2725,2725,2009-05-08,81.647383,25.426728,1,18,Murder,4,260
245,2725,2726,2726,2007-05-06,81.647462,25.425884,6,3,Murder,4,260
246,2726,2727,2727,2006-03-08,81.641857,25.427511,21,49,Murder,4,260
247,2727,2728,2728,2009-08-31,81.641857,25.427511,3,11,Robery,4,260
248,2728,2729,2729,2006-06-10,81.641857,25.427511,16,3,Rape,4,260
249,2729,2730,2730,2010-07-17,81.645356,25.425166,22,29,Robery,4,260
250,2730,2731,2731,2015-11-30,81.641857,25.427511,16,9,Robery,4,260
251,2731,2732,2732,2006-11-20,81.645356,25.425166,0,37,Robery,4,260
252,2732,2733,2733,2008-12-27,81.645126,25.426018,18,25,Kidnap,4,260
253,2733,2734,2734,2011-03-07,81.649654,25.426773,13,39,Kidnap,4,260
254,2734,2735,2735,2010-07-12,81.645356,25.425166,10,3,Kidnap,4,260
255,2735,2736,2736,2005-06-20,81.644699,25.426257,1,24,Pick,4,260
256,2736,2737,2737,2011-01-16,81.645356,25.425166,16,37,Kidnap,4,260
257,2737,2738,2738,2007-04-29,81.645356,25.425166,17,58,Rape,4,260
258,2738,2739,2739,2015-06-09,81.645356,25.425166,3,9,Hit And Run,4,260
259,2739,2740,2740,2010-03-10,81.645356,25.425166,2,5,Chain,4,260
260,2740,2741,2741,2005-04-13,81.645356,25.425166,4,20,Violence and Offence,4,260
261,2741,2742,2742,2012-07-07,81.641857,25.427511,20,54,Rape,4,260
262,2742,2743,2743,2010-04-22,81.648842,25.428088,15,17,Robery,4,260
263,2743,2744,2744,2012-01-31,81.649654,25.426773,13,4,Chain,4,260
264,2744,2745,2745,2010-04-04,81.641857,25.427511,4,47,Murder,4,260
265,2745,2746,2746,2007-03-22,81.643613,25.427722,20,23,Kidnap,4,260
266,2746,2747,2747,2007-04-11,81.641857,25.427511,13,42,Chain,4,260
267,2747,2748,2748,2010-12-11,81.644957,25.425513,9,49,Violence and Offence,4,260
268,2748,2749,2749,2009-11-07,81.646892,25.426472,8,50,Chain,4,260
269,2749,2750,2750,2007-11-12,81.64289,25.426431,5,36,Murder,4,260
270,2750,2751,2751,2014-04-23,81.645356,25.425166,14,35,Chain,4,260
271,2751,2752,2752,2011-08-25,81.646892,25.426472,16,50,Robery,4,260
272,2752,2753,2753,2014-12-09,81.645356,25.425166,4,47,Pick,4,260
273,2753,2754,2754,2007-07-07,81.64289,25.426431,13,0,Rape,4,260
274,2754,2755,2755,2015-05-15,81.641857,25.427511,13,12,Hit And Run,4,260
275,2755,2756,2756,2009-05-18,81.651897,25.426108,9,47,Murder,4,260
276,2756,2757,2757,2005-01-01,81.652604,25.426095,3,16,Rape,4,260
277,2757,2758,2758,2015-02-06,81.648071,25.424216,12,29,Pick,4,260
278,2758,2759,2759,2014-05-18,81.651897,25.426108,9,52,Rape,4,260
279,2759,2760,2760,2011-08-13,81.652604,25.426095,4,30,Pick,4,260
280,2760,2761,2761,2007-04-29,81.652604,25.426095,19,56,Hit And Run,4,260
281,2761,2762,2762,2005-12-04,81.648855,25.424825,19,10,Violence and Offence,4,260
282,2762,2763,2763,2007-08-23,81.652604,25.426095,8,22,Chain,4,260
283,2763,2764,2764,2007-12-07,81.650409,25.425332,8,6,Hit And Run,4,260
284,2764,2765,2765,2013-03-20,81.652604,25.426095,8,13,Pick,4,260
285,2765,2766,2766,2012-12-16,81.650147,25.426966,14,57,Murder,4,260
286,2766,2767,2767,2005-12-29,81.652604,25.426095,2,18,Violence and Offence,4,260
287,2767,2768,2768,2015-08-10,81.648892,25.425194,11,40,Chain,4,260
288,2768,2769,2769,2013-12-16,81.648486,25.424525,21,42,Violence and Offence,4,260
289,2769,2770,2770,2012-10-13,81.648486,25.424525,1,25,Murder,4,260
290,2770,2771,2771,2012-12-02,81.648486,25.424525,7,38,Robery,4,260
291,2771,2772,2772,2015-06-14,81.650147,25.426966,12,9,Robery,4,260
292,2772,2773,2773,2009-10-23,81.652604,25.426095,7,3,Violence and Offence,4,260
293,2773,2774,2774,2005-07-22,81.648475,25.424301,13,15,Murder,4,260
294,2774,2775,2775,2011-08-16,81.648855,25.424825,6,21,Kidnap,4,260
295,2775,2776,2776,2009-06-19,81.648892,25.425194,22,3,Hit And Run,4,260
296,2776,2777,2777,2007-09-28,81.650409,25.425332,20,30,Robery,4,260
297,2777,2778,2778,2014-10-03,81.65252,25.430553,11,27,Robery,4,260
298,2778,2779,2779,2010-06-06,81.649872,25.428465,3,26,Chain,4,260
299,2779,2780,2780,2006-09-15,81.652197,25.427485,7,22,Violence and Offence,4,260
300,2780,2781,2781,2014-02-28,81.652199,25.42807,5,37,Robery,4,260
301,2781,2782,2782,2012-03-23,81.652767,25.428263,19,44,Robery,4,260
302,2782,2783,2783,2012-06-12,81.651357,25.428018,9,41,Rape,4,260
303,2783,2784,2784,2014-02-21,81.652051,25.429291,20,32,Chain,4,260
304,2784,2785,2785,2012-08-09,81.652197,25.427485,8,26,Hit And Run,4,260
305,2785,2786,2786,2010-02-24,81.651305,25.429033,7,36,Chain,4,260
306,2786,2787,2787,2007-09-09,81.651305,25.429033,19,42,Murder,4,260
307,2787,2788,2788,2012-01-24,81.653872,25.428658,16,1,Hit And Run,4,260
308,2788,2789,2789,2007-04-27,81.649872,25.428465,20,37,Murder,4,260
309,2789,2790,2790,2007-11-18,81.650649,25.428749,3,10,Robery,4,260
310,2790,2791,2791,2011-09-23,81.653872,25.428658,21,4,Murder,4,260
311,2791,2792,2792,2006-12-07,81.649872,25.428465,15,44,Kidnap,4,260
312,2792,2793,2793,2011-08-29,81.649872,25.428465,13,4,Chain,4,260
313,2793,2794,2794,2013-06-25,81.651357,25.428018,15,18,Rape,4,260
314,2794,2795,2795,2010-07-03,81.659624,25.425126,9,9,Violence and Offence,4,260
315,2795,2796,2796,2008-01-14,81.662046,25.426493,6,28,Rape,4,260
316,2796,2797,2797,2012-10-04,81.660819,25.426205,17,28,Hit And Run,4,260
317,2797,2798,2798,2009-08-09,81.662046,25.426493,5,35,Rape,4,260
318,2798,2799,2799,2015-12-04,81.660819,25.426205,1,56,Chain,4,260
319,2799,2800,2800,2006-10-31,81.660819,25.426205,17,43,Chain,4,260
320,2800,2801,2801,2005-09-24,81.659624,25.425126,9,45,Robery,4,260
321,2801,2802,2802,2011-06-18,81.655132,25.425423,4,40,Rape,4,260
322,2802,2803,2803,2014-07-29,81.662046,25.426493,3,29,Kidnap,4,260
323,2803,2804,2804,2012-01-23,81.658544,25.425612,17,36,Violence and Offence,4,260
324,2804,2805,2805,2005-06-28,81.660819,25.426205,12,25,Chain,4,260
325,2805,2806,2806,2013-11-30,81.659624,25.425126,12,19,Chain,4,260
326,2806,2807,2807,2010-02-27,81.662602,25.42657,19,47,Robery,4,260
327,2807,2808,2808,2013-08-29,81.661049,25.427384,0,55,Murder,4,260
328,2808,2809,2809,2014-10-14,81.661049,25.427384,7,28,Chain,4,260
329,2809,2810,2810,2015-09-17,81.658442,25.426816,4,51,Robery,4,260
330,2810,2811,2811,2007-04-03,81.658442,25.426816,10,50,Kidnap,4,260
331,2811,2812,2812,2005-05-10,81.658442,25.426816,4,55,Violence and Offence,4,260
332,2812,2813,2813,2010-11-19,81.658442,25.426816,6,47,Violence and Offence,4,260
333,2813,2814,2814,2013-08-02,81.661912,25.425773,11,27,Hit And Run,4,260
334,2814,2815,2815,2007-07-21,81.658736,25.426476,12,14,Hit And Run,4,260
335,2815,2816,2816,2008-04-27,81.655132,25.425423,13,33,Pick,4,260
336,2816,2817,2817,2012-09-19,81.655132,25.425423,2,12,Chain,4,260
337,2817,2818,2818,2014-09-17,81.661912,25.425773,10,57,Robery,4,260
