,Cluster_Index,Latitude,Longitude,Month,X,crime,danger_index,hours,minutes
29,0,25.422329,81.570133,2013-02-22,10571.0,Kidnap,19,17,36
30,0,25.424358,81.567736,2008-12-29,10572.0,Pick,19,1,25
31,0,25.422329,81.570133,2006-08-19,10573.0,Murder,19,19,51
32,0,25.421723,81.567605,2011-01-28,10574.0,Chain,19,11,2
33,0,25.422614,81.568712,2005-02-05,10575.0,Violence and Offence,19,14,4
34,0,25.4212,81.569438,2008-06-27,10576.0,Robery,19,3,16
35,0,25.421723,81.567605,2012-04-14,10577.0,Violence and Offence,19,10,17
36,0,25.4212,81.569438,2014-06-11,10578.0,Violence and Offence,19,0,7
37,0,25.42067,81.570534,2011-05-23,10579.0,Robery,19,7,30
38,0,25.422329,81.570133,2012-06-21,10580.0,Robery,19,13,55
39,0,25.418069,81.572267,2010-10-23,10581.0,Hit And Run,19,3,15
40,0,25.418582,81.574392,2012-03-21,10582.0,Robery,19,17,47
41,0,25.421656,81.571248,2007-10-25,10583.0,Rape,19,8,34
42,0,25.419183,81.566974,2008-05-13,10597.0,Hit And Run,19,12,52
43,0,25.418181,81.564485,2008-10-15,10598.0,Hit And Run,19,3,12
44,0,25.420042,81.565539,2015-07-23,10599.0,Violence and Offence,19,8,34
45,0,25.418977,81.568107,2006-07-27,10600.0,Rape,19,18,32
46,0,25.418951,81.564121,2014-07-03,10601.0,Rape,19,19,19
47,0,25.418181,81.564485,2015-09-18,10602.0,Pick,19,1,8
48,0,25.420219,81.56722,2007-04-06,10603.0,Violence and Offence,19,13,53
49,0,25.418861,81.563054,2011-06-23,10604.0,Hit And Run,19,17,39
50,0,25.419055,81.562613,2008-08-27,10605.0,Robery,19,2,44
51,0,25.420143,81.56987,2012-11-02,10606.0,Kidnap,19,0,39
52,0,25.419295,81.570613,2007-01-28,10607.0,Rape,19,22,45
53,0,25.420122,81.570638,2011-03-13,10608.0,Robery,19,14,38
54,0,25.420122,81.570638,2008-06-01,10609.0,Chain,19,18,38
55,0,25.420122,81.570638,2012-05-24,10610.0,Chain,19,5,39
56,0,25.417173,81.568422,2013-04-25,10611.0,Rape,19,6,40
57,0,25.419813,81.569171,2015-07-06,10612.0,Kidnap,19,10,4
58,0,25.417173,81.568422,2015-08-02,10613.0,Pick,19,15,20
59,0,25.420122,81.570638,2010-02-22,10614.0,Chain,19,0,55
60,0,25.419813,81.569171,2014-04-23,10615.0,Robery,19,0,43
61,0,25.419295,81.570613,2015-05-30,10616.0,Violence and Offence,19,4,55
62,0,25.419295,81.570613,2013-09-13,10617.0,Chain,19,10,38
63,0,25.419813,81.569171,2010-06-12,10618.0,Chain,19,7,35
64,0,25.419295,81.570613,2013-09-20,10619.0,Rape,19,21,58
65,0,25.419813,81.569171,2008-03-09,10620.0,Kidnap,19,3,46
66,0,25.420143,81.56987,2015-12-20,10621.0,Pick,19,14,21
67,0,25.420122,81.570638,2014-01-21,10622.0,Pick,19,16,46
68,0,25.417697,81.569794,2008-11-21,10623.0,Chain,19,11,25
69,0,25.417697,81.569794,2005-10-10,10624.0,Murder,19,9,50
70,0,25.419813,81.569171,2015-09-17,10625.0,Hit And Run,19,3,56
71,0,25.417697,81.569794,2005-06-13,10626.0,Murder,19,2,37
72,0,25.417173,81.568422,2015-06-09,10627.0,Kidnap,19,4,19
73,0,25.420122,81.570638,2012-07-30,10628.0,Hit And Run,19,1,55
74,0,25.42068,81.568638,2010-03-21,10629.0,Kidnap,19,10,29
75,0,25.419813,81.569171,2015-06-07,10630.0,Violence and Offence,19,15,16
76,0,25.419813,81.569171,2008-10-12,10631.0,Rape,19,2,33
77,0,25.417697,81.569794,2009-03-23,10632.0,Kidnap,19,0,8
78,0,25.417697,81.569794,2006-02-16,10633.0,Rape,19,16,30
79,0,25.418127,81.567571,2012-01-25,10634.0,Chain,19,10,28
80,0,25.417173,81.568422,2009-06-25,10635.0,Violence and Offence,19,3,6
81,0,25.411808,81.567589,2008-02-18,10636.0,Kidnap,19,18,4
82,0,25.416255,81.5704,2011-03-26,10637.0,Pick,19,10,56
83,0,25.412843,81.566721,2012-12-01,10638.0,Pick,19,4,24
84,0,25.411808,81.567589,2006-03-27,10639.0,Robery,19,15,26
85,0,25.416255,81.5704,2007-05-31,10640.0,Murder,19,8,14
86,0,25.417778,81.572891,2010-06-14,10641.0,Violence and Offence,19,6,42
87,0,25.417778,81.572891,2015-04-27,10642.0,Murder,19,7,11
88,0,25.413605,81.568463,2014-01-01,10643.0,Pick,19,0,34
89,0,25.416365,81.567509,2012-12-21,10644.0,Rape,19,5,45
90,0,25.411808,81.567589,2013-03-04,10645.0,Murder,19,2,38
91,0,25.413156,81.569602,2015-08-09,10646.0,Chain,19,19,48
92,0,25.416255,81.5704,2008-12-22,10647.0,Hit And Run,19,9,35
93,0,25.416255,81.5704,2010-09-07,10648.0,Rape,19,16,29
94,0,25.413605,81.568463,2009-02-06,10649.0,Violence and Offence,19,13,39
95,0,25.416255,81.5704,2013-11-19,10650.0,Rape,19,7,46
96,0,25.411808,81.567589,2015-12-29,10651.0,Violence and Offence,19,17,22
97,0,25.416255,81.5704,2010-09-23,10652.0,Chain,19,4,43
98,0,25.416255,81.5704,2006-12-30,10653.0,Chain,19,12,8
99,0,25.414708,81.561997,2007-03-13,10734.0,Murder,19,3,17
100,0,25.414708,81.561997,2010-12-01,10735.0,Murder,19,17,3
101,0,25.414708,81.561997,2014-01-10,10736.0,Pick,19,8,22
102,0,25.414708,81.561997,2012-01-29,10737.0,Violence and Offence,19,1,6
103,0,25.414708,81.561997,2008-11-08,10738.0,Hit And Run,19,13,46
104,0,25.414708,81.561997,2010-03-05,10740.0,Murder,19,17,27
105,0,25.414708,81.561997,2009-07-02,10741.0,Robery,19,9,31
106,0,25.414708,81.561997,2014-05-15,10742.0,Chain,19,4,48
107,0,25.414708,81.561997,2010-05-15,10743.0,Robery,19,7,49
108,0,25.414708,81.561997,2014-05-03,10744.0,Robery,19,7,39
109,0,25.411565,81.568573,2010-02-09,10745.0,Murder,19,16,42
110,0,25.410866,81.56886,2009-05-27,10746.0,Robery,19,7,12
111,0,25.410866,81.56886,2006-07-24,10747.0,Chain,19,5,51
112,0,25.410866,81.56886,2006-09-30,10748.0,Pick,19,1,10
113,0,25.410866,81.56886,2005-01-25,10749.0,Kidnap,19,7,56
114,0,25.411565,81.568573,2010-02-09,10750.0,Violence and Offence,19,21,3
115,0,25.411405,81.570848,2010-12-24,10751.0,Rape,19,13,56
116,0,25.411405,81.570848,2015-09-04,10752.0,Robery,19,7,7
117,0,25.411565,81.568573,2008-05-15,10753.0,Robery,19,20,55
118,0,25.411565,81.568573,2013-01-25,10754.0,Hit And Run,19,17,40
119,0,25.411405,81.570848,2014-07-10,10755.0,Rape,19,15,2
120,0,25.410866,81.56886,2011-04-25,10756.0,Hit And Run,19,13,27
121,0,25.410866,81.56886,2007-07-29,10757.0,Hit And Run,19,7,50
122,0,25.411405,81.570848,2015-06-07,10758.0,Robery,19,16,56
123,0,25.411565,81.568573,2009-02-09,10759.0,Kidnap,19,3,46
124,0,25.411565,81.568573,2011-02-03,10760.0,Hit And Run,19,18,18
125,0,25.411206,81.569635,2009-01-03,10761.0,Kidnap,19,1,19
126,0,25.410866,81.56886,2009-03-03,10762.0,Rape,19,19,20
127,0,25.411565,81.568573,2008-09-30,10763.0,Violence and Offence,19,0,13
128,0,25.411405,81.570848,2007-07-14,10764.0,Kidnap,19,11,51
129,0,25.411453,81.570155,2015-05-02,10765.0,Violence and Offence,19,22,28
130,0,25.413947,81.570682,2008-06-28,10766.0,Murder,19,12,47
131,0,25.410492,81.572345,2007-11-04,10767.0,Hit And Run,19,14,0
132,0,25.410492,81.572345,2012-08-23,10768.0,Rape,19,20,0
133,0,25.411206,81.569635,2010-10-14,10769.0,Kidnap,19,21,9
134,0,25.411739,81.568945,2008-06-20,10770.0,Murder,19,4,12
135,0,25.410492,81.572345,2007-03-12,10771.0,Hit And Run,19,16,2
136,0,25.409796,81.580245,2014-04-04,10772.0,Hit And Run,19,4,10
137,0,25.408538,81.58035,2011-08-27,10773.0,Hit And Run,19,12,19
138,0,25.408432,81.578487,2007-12-08,10774.0,Murder,19,0,34
139,0,25.408928,81.577588,2007-04-15,10775.0,Pick,19,9,44
140,0,25.407766,81.577375,2011-12-29,10776.0,Kidnap,19,22,18
141,0,25.408538,81.58035,2012-03-08,10777.0,Violence and Offence,19,16,4
142,0,25.409796,81.580245,2007-11-10,10778.0,Hit And Run,19,19,23
143,0,25.409171,81.574483,2015-03-28,10779.0,Robery,19,20,43
144,0,25.408538,81.58035,2015-06-29,10780.0,Hit And Run,19,5,1
145,0,25.408928,81.577588,2014-03-22,10781.0,Rape,19,10,29
146,0,25.409897,81.572179,2015-04-17,10782.0,Violence and Offence,19,13,52
147,0,25.409719,81.578637,2011-10-06,10783.0,Chain,19,16,32
148,0,25.409796,81.580245,2013-09-17,10784.0,Violence and Offence,19,15,5
149,0,25.408538,81.58035,2006-08-21,10785.0,Hit And Run,19,2,54
150,0,25.410383,81.57847,2014-07-07,10786.0,Kidnap,19,7,50
151,0,25.408846,81.572264,2006-10-30,10787.0,Rape,19,5,45
152,0,25.409135,81.578741,2015-03-10,10788.0,Kidnap,19,22,43
153,0,25.409604,81.57366,2009-08-29,10789.0,Pick,19,16,51
154,0,25.409171,81.574483,2013-07-02,10790.0,Rape,19,13,34
155,0,25.409171,81.574483,2010-04-24,10791.0,Murder,19,13,7
156,0,25.409897,81.572179,2006-11-07,10792.0,Hit And Run,19,15,24
157,0,25.409171,81.574483,2005-10-23,10793.0,Murder,19,13,51
158,0,25.409796,81.580245,2012-10-22,10794.0,Murder,19,21,27
159,0,25.408315,81.575361,2005-08-13,10795.0,Chain,19,7,14
160,0,25.409093,81.580096,2011-04-11,10796.0,Pick,19,13,52
161,0,25.408177,81.579095,2011-03-31,10797.0,Kidnap,19,2,10
162,0,25.409171,81.574483,2006-07-10,10798.0,Hit And Run,19,19,12
163,0,25.409897,81.572179,2013-12-23,10799.0,Rape,19,13,18
164,0,25.40812,81.579803,2009-10-23,10800.0,Hit And Run,19,13,28
165,0,25.409135,81.578741,2007-05-27,10801.0,Violence and Offence,19,18,18
166,0,25.411122,81.577715,2009-02-08,10802.0,Rape,19,11,26
167,0,25.411937,81.580479,2014-05-19,10803.0,Chain,19,12,35
168,0,25.411738,81.581432,2013-11-10,10804.0,Hit And Run,19,21,0
169,0,25.412258,81.578124,2012-09-19,10805.0,Hit And Run,19,11,2
170,0,25.406997,81.57986,2007-05-29,10806.0,Kidnap,19,11,6
171,0,25.408169,81.576116,2013-03-08,10807.0,Murder,19,17,23
172,0,25.410832,81.580611,2010-10-04,10808.0,Violence and Offence,19,1,30
173,0,25.413128,81.578946,2009-12-19,10809.0,Robery,19,18,2
174,0,25.412258,81.578124,2008-02-05,10810.0,Murder,19,6,37
175,0,25.411937,81.580479,2009-08-07,10811.0,Pick,19,5,57
176,0,25.41119,81.582513,2006-06-19,10812.0,Kidnap,19,1,28
177,0,25.402858,81.57841,2009-05-01,10813.0,Rape,19,14,49
178,0,25.411273,81.581638,2010-09-03,10814.0,Kidnap,19,2,4
179,0,25.413128,81.578946,2014-02-11,10815.0,Kidnap,19,20,9
180,0,25.412258,81.578124,2013-07-19,10816.0,Murder,19,15,57
181,0,25.406537,81.579661,2010-03-11,10817.0,Kidnap,19,9,30
182,0,25.413128,81.578946,2015-10-02,10818.0,Robery,19,5,37
183,0,25.406997,81.57986,2015-02-01,10819.0,Hit And Run,19,12,34
184,0,25.408169,81.576116,2005-05-05,10820.0,Pick,19,22,36
185,0,25.41046,81.582214,2012-07-11,10821.0,Murder,19,4,17
186,0,25.405832,81.583528,2011-05-12,10822.0,Kidnap,19,6,28
187,0,25.412727,81.578219,2006-09-02,10823.0,Pick,19,3,52
188,0,25.412258,81.578124,2015-04-06,10824.0,Kidnap,19,7,51
189,0,25.405832,81.583528,2006-08-27,10825.0,Violence and Offence,19,16,41
190,0,25.414547,81.57977,2012-04-06,10826.0,Kidnap,19,11,31
191,0,25.411345,81.57753,2011-11-12,10827.0,Chain,19,0,40
192,0,25.410238,81.581543,2015-10-03,10828.0,Pick,19,7,2
193,0,25.410406,81.579072,2014-11-25,10829.0,Violence and Offence,19,16,52
194,0,25.413128,81.578946,2015-11-29,10830.0,Rape,19,3,4
195,0,25.410406,81.579072,2012-06-01,10831.0,Hit And Run,19,6,50
196,0,25.416537,81.571853,2009-04-26,10832.0,Murder,19,14,24
197,0,25.41407,81.57769,2013-08-04,10833.0,Hit And Run,19,9,38
198,0,25.416537,81.571853,2005-10-22,10834.0,Chain,19,2,52
199,0,25.416828,81.575412,2011-12-25,10835.0,Pick,19,5,17
200,0,25.416828,81.575412,2015-04-14,10836.0,Rape,19,21,40
201,0,25.417713,81.574804,2008-06-22,10837.0,Murder,19,2,14
202,0,25.416537,81.571853,2015-06-24,10838.0,Hit And Run,19,5,25
203,0,25.417713,81.574804,2009-05-12,10839.0,Violence and Offence,19,6,29
204,0,25.416537,81.571853,2010-11-20,10840.0,Murder,19,1,38
205,0,25.417357,81.575249,2009-01-21,10841.0,Robery,19,22,33
206,0,25.416139,81.576722,2012-04-12,10842.0,Robery,19,19,3
207,0,25.416828,81.575412,2014-01-15,10843.0,Hit And Run,19,9,34
208,0,25.418127,81.574794,2007-04-20,10844.0,Rape,19,7,38
209,0,25.415663,81.575786,2008-03-19,10845.0,Murder,19,4,50
210,0,25.412385,81.570915,2007-07-05,10846.0,Kidnap,19,10,26
211,0,25.41363,81.573473,2009-10-16,10847.0,Robery,19,22,20
212,0,25.411906,81.575861,2006-03-25,10848.0,Violence and Offence,19,2,37
213,0,25.412717,81.575044,2006-05-05,10849.0,Hit And Run,19,6,21
214,0,25.412318,81.573534,2006-01-25,10850.0,Rape,19,19,25
215,0,25.412094,81.574728,2013-12-14,10851.0,Murder,19,9,20
216,0,25.412318,81.573534,2011-03-22,10852.0,Robery,19,4,37
217,0,25.412318,81.573534,2011-08-12,10853.0,Kidnap,19,0,36
218,0,25.41363,81.573473,2012-06-01,10854.0,Violence and Offence,19,19,58
219,0,25.413649,81.575669,2013-09-19,10855.0,Murder,19,22,23
220,0,25.41294,81.572752,2014-05-24,10856.0,Rape,19,17,31
221,0,25.411906,81.575861,2009-03-04,10857.0,Chain,19,20,49
222,0,25.412218,81.5745,2009-06-23,10858.0,Murder,19,8,41
223,0,25.41363,81.573473,2013-11-01,10859.0,Pick,19,13,43
224,0,25.413727,81.574313,2015-02-06,10860.0,Hit And Run,19,5,45
225,0,25.412318,81.573534,2014-01-04,10861.0,Hit And Run,19,9,58
226,0,25.410373,81.577387,2007-09-05,10862.0,Pick,19,21,20
227,0,25.412318,81.573534,2008-11-05,10863.0,Kidnap,19,5,24
228,0,25.41363,81.573473,2010-11-19,10864.0,Pick,19,0,49
229,0,25.414529,81.574534,2006-03-17,10865.0,Chain,19,17,33
230,0,25.413649,81.575669,2013-09-11,10866.0,Pick,19,0,29
231,0,25.410373,81.577387,2011-05-27,10867.0,Rape,19,0,47
232,0,25.412544,81.576809,2007-02-11,10868.0,Rape,19,7,33
233,0,25.412318,81.573534,2013-03-31,10869.0,Rape,19,1,7
234,0,25.412318,81.573534,2008-06-02,10870.0,Violence and Offence,19,16,15
235,0,25.412318,81.573534,2005-01-03,10871.0,Violence and Offence,19,21,18
236,0,25.41363,81.573473,2008-12-30,10872.0,Pick,19,20,40
237,0,25.413727,81.574313,2014-09-01,10873.0,Rape,19,9,55
238,0,25.411095,81.575565,2006-04-18,10874.0,Rape,19,6,21
239,0,25.413136,81.575636,2011-03-29,10875.0,Chain,19,22,37
240,0,25.411784,81.566928,2008-01-20,10915.0,Rape,19,18,14
241,0,25.409987,81.559735,2006-06-29,10916.0,Pick,19,5,29
242,0,25.409987,81.559735,2005-08-03,10917.0,Murder,19,11,40
243,0,25.411476,81.565506,2013-07-28,10918.0,Kidnap,19,0,28
244,0,25.40877,81.570762,2015-06-12,10919.0,Kidnap,19,0,43
245,0,25.40843,81.563639,2013-07-08,10920.0,Murder,19,10,21
246,0,25.405796,81.577121,2015-09-12,10921.0,Chain,19,22,48
247,0,25.411476,81.565506,2006-08-10,10922.0,Kidnap,19,8,51
248,0,25.40843,81.563639,2011-07-28,10923.0,Violence and Offence,19,5,32
249,0,25.410433,81.569638,2012-02-02,10924.0,Kidnap,19,21,46
250,0,25.409025,81.564888,2012-06-22,10925.0,Robery,19,16,15
251,0,25.409025,81.564888,2013-12-13,10926.0,Violence and Offence,19,3,29
252,0,25.411756,81.565725,2005-05-31,10927.0,Robery,19,6,48
253,0,25.410433,81.569638,2011-05-24,10928.0,Hit And Run,19,13,39
254,0,25.406553,81.572184,2009-10-14,10929.0,Pick,19,10,52
255,0,25.406383,81.569074,2006-07-10,10930.0,Chain,19,18,39
256,0,25.406968,81.571241,2005-08-22,10931.0,Chain,19,15,1
257,0,25.408008,81.570991,2012-05-15,10932.0,Hit And Run,19,7,1
258,0,25.40843,81.563639,2013-02-09,10933.0,Pick,19,3,33
259,0,25.413673,81.565949,2013-01-16,10948.0,Pick,19,8,3
260,0,25.413673,81.565949,2011-07-17,10949.0,Chain,19,12,13
261,0,25.411584,81.55941,2014-01-11,10950.0,Kidnap,19,1,40
262,0,25.41218,81.56072,2010-09-09,10951.0,Pick,19,4,27
263,1,25.389499,81.85223,2011-01-10,1.0,Rape,12,12,34
264,1,25.389499,81.85223,2009-06-26,2.0,Kidnap,12,13,23
265,1,25.389499,81.85223,2010-10-05,3.0,Hit And Run,12,1,38
266,1,25.389499,81.85223,2009-09-04,4.0,Rape,12,14,16
267,1,25.437542,81.878242,2005-10-16,9560.0,Rape,12,12,46
268,1,25.437542,81.878242,2015-10-23,9563.0,Violence and Offence,12,15,18
269,1,25.437651,81.879851,2007-05-27,9569.0,Chain,12,10,21
270,1,25.438528,81.877713,2014-07-24,10002.0,Rape,12,2,36
271,1,25.430814,81.874623,2009-12-19,10006.0,Rape,12,6,41
272,1,25.426325,81.870982,2008-11-09,10010.0,Violence and Offence,12,12,28
273,1,25.433757,81.864849,2014-10-02,10012.0,Pick,12,12,41
274,1,25.433757,81.864849,2012-07-22,10018.0,Robery,12,11,33
275,1,25.430814,81.874623,2005-03-25,10019.0,Kidnap,12,10,13
276,1,25.433757,81.864849,2009-01-02,10023.0,Kidnap,12,14,19
277,1,25.431511,81.884259,2011-06-12,10107.0,Rape,12,5,0
278,1,25.43624,81.88004,2006-08-28,10109.0,Chain,12,16,40
279,1,25.434149,81.879097,2011-03-31,10110.0,Chain,12,2,52
280,1,25.434149,81.879097,2010-09-26,10111.0,Hit And Run,12,1,22
281,1,25.434149,81.879097,2015-06-26,10112.0,Rape,12,6,15
282,1,25.434149,81.879097,2011-04-08,10113.0,Pick,12,13,9
283,1,25.434149,81.879097,2010-11-19,10114.0,Pick,12,14,39
284,1,25.436092,81.883761,2008-11-02,10115.0,Kidnap,12,19,39
285,1,25.430776,81.883173,2008-09-10,10116.0,Murder,12,1,11
286,1,25.43188,81.885939,2011-11-03,10117.0,Pick,12,14,57
287,1,25.43341,81.886229,2005-02-27,10118.0,Hit And Run,12,21,52
288,1,25.431621,81.884649,2009-05-09,10119.0,Violence and Offence,12,0,37
289,1,25.430097,81.882251,2012-02-15,10121.0,Murder,12,12,3
290,1,25.431621,81.884649,2014-02-01,10124.0,Murder,12,3,2
291,1,25.43341,81.886229,2007-10-22,10125.0,Pick,12,16,56
292,1,25.43341,81.886229,2011-11-19,10127.0,Kidnap,12,1,33
293,1,25.433387,81.885281,2009-02-11,10128.0,Violence and Offence,12,17,38
294,1,25.430097,81.882251,2010-09-04,10129.0,Hit And Run,12,3,31
295,1,25.43188,81.885939,2011-09-01,10130.0,Kidnap,12,14,34
296,1,25.43188,81.885939,2010-02-23,10131.0,Rape,12,14,23
297,1,25.433938,81.885874,2014-02-20,10132.0,Pick,12,8,49
298,1,25.434448,81.886904,2007-03-26,10133.0,Kidnap,12,11,56
299,1,25.43372,81.886961,2012-12-30,10134.0,Murder,12,13,4
300,1,25.43188,81.885939,2008-01-11,10135.0,Robery,12,19,15
301,1,25.430097,81.882251,2010-01-29,10136.0,Rape,12,21,49
302,1,25.429863,81.880765,2013-06-07,10137.0,Kidnap,12,21,43
303,1,25.431986,81.878035,2005-03-10,10138.0,Chain,12,18,36
304,1,25.433737,81.876319,2011-01-18,10139.0,Rape,12,13,37
305,1,25.424718,81.880205,2010-12-30,10140.0,Violence and Offence,12,0,51
306,1,25.422027,81.879618,2009-10-12,10141.0,Murder,12,19,10
307,1,25.422027,81.879618,2006-03-06,10142.0,Rape,12,18,39
308,1,25.424718,81.880205,2009-11-14,10143.0,Robery,12,8,11
309,1,25.424718,81.880205,2014-01-05,10144.0,Chain,12,14,22
310,1,25.427259,81.878326,2014-09-26,10145.0,Chain,12,14,37
311,1,25.426132,81.876283,2007-04-26,10146.0,Robery,12,18,36
312,1,25.422027,81.879618,2005-11-21,10147.0,Robery,12,10,23
313,1,25.427259,81.878326,2008-02-17,10148.0,Pick,12,6,17
314,1,25.422551,81.886065,2009-04-29,10149.0,Rape,12,8,27
315,1,25.425304,81.88644,2006-09-10,10150.0,Pick,12,19,52
316,1,25.418412,81.888406,2015-06-27,10151.0,Pick,12,1,12
317,1,25.425304,81.88644,2007-06-28,10153.0,Pick,12,10,6
318,1,25.418412,81.888406,2006-10-04,10154.0,Chain,12,3,2
319,1,25.426666,81.882745,2006-04-03,10155.0,Rape,12,14,11
320,1,25.423926,81.887547,2012-08-10,10156.0,Hit And Run,12,14,11
321,1,25.428206,81.890726,2006-09-30,10157.0,Violence and Offence,12,11,42
322,1,25.428731,81.885405,2013-07-04,10158.0,Pick,12,1,14
323,1,25.429587,81.888807,2007-06-12,10159.0,Pick,12,0,23
324,1,25.427072,81.890594,2011-04-21,10160.0,Rape,12,2,28
325,1,25.428206,81.890726,2007-10-15,10161.0,Rape,12,13,4
326,1,25.414592,81.88835,2006-01-01,10180.0,Violence and Offence,12,16,29
327,1,25.408329,81.884303,2013-11-24,10181.0,Rape,12,20,20
328,1,25.41632,81.87827,2006-01-31,10182.0,Chain,12,19,17
329,1,25.41632,81.87827,2009-07-16,10183.0,Kidnap,12,3,44
330,1,25.41632,81.87827,2014-06-11,10184.0,Kidnap,12,4,26
331,1,25.414592,81.88835,2008-09-09,10185.0,Robery,12,13,12
332,1,25.414592,81.88835,2005-05-01,10186.0,Robery,12,10,18
333,1,25.416551,81.880914,2009-01-18,10187.0,Murder,12,3,19
334,1,25.41632,81.87827,2015-10-31,10188.0,Chain,12,6,39
335,1,25.400557,81.865603,2009-11-03,10190.0,Violence and Offence,12,8,36
336,1,25.395866,81.918755,2009-03-06,10191.0,Hit And Run,12,14,26
337,1,25.415632,81.889491,2013-03-20,10192.0,Kidnap,12,8,31
338,1,25.398702,81.896285,2007-02-22,10193.0,Robery,12,4,11
339,1,25.430319,81.889381,2014-02-06,10196.0,Kidnap,12,17,34
340,1,25.41709,81.88235,2014-05-20,10213.0,Pick,12,3,16
341,1,25.419716,81.885465,2010-10-26,10214.0,Murder,12,14,53
342,1,25.41709,81.88235,2013-11-01,10215.0,Robery,12,21,32
343,1,25.41709,81.88235,2006-03-16,10216.0,Rape,12,18,17
344,1,25.420101,81.882269,2009-08-27,10217.0,Chain,12,21,0
345,1,25.417498,81.88293,2014-04-20,10218.0,Violence and Offence,12,13,39
346,1,25.419275,81.883863,2006-08-15,10219.0,Rape,12,9,21
347,1,25.418262,81.882872,2011-03-15,10220.0,Pick,12,14,41
348,1,25.418262,81.882872,2014-03-05,10221.0,Murder,12,8,57
349,1,25.418248,81.885054,2005-06-13,10222.0,Murder,12,11,41
350,1,25.420101,81.882269,2006-01-22,10223.0,Chain,12,1,41
351,1,25.420101,81.882269,2010-12-02,10224.0,Hit And Run,12,2,20
352,1,25.418561,81.880279,2013-12-31,10225.0,Murder,12,0,33
353,1,25.417498,81.88293,2012-09-23,10226.0,Robery,12,13,50
354,1,25.418561,81.880279,2005-11-30,10227.0,Chain,12,18,33
355,1,25.419275,81.883863,2012-05-12,10228.0,Pick,12,18,33
356,1,25.417566,81.883786,2015-03-16,10229.0,Pick,12,9,56
357,1,25.419086,81.879427,2010-02-02,10230.0,Robery,12,16,17
358,1,25.419671,81.880907,2015-01-10,10231.0,Rape,12,15,54
359,1,25.419702,81.87713,2013-05-04,10232.0,Hit And Run,12,18,24
360,1,25.419101,81.877471,2013-11-18,10233.0,Kidnap,12,8,24
361,1,25.42074,81.880799,2012-02-21,10234.0,Hit And Run,12,11,46
362,1,25.417644,81.878759,2012-07-21,10235.0,Rape,12,3,41
363,1,25.418645,81.877734,2006-07-29,10236.0,Rape,12,14,25
364,1,25.417644,81.878759,2014-06-27,10237.0,Kidnap,12,8,39
365,1,25.419864,81.881746,2005-03-08,10238.0,Kidnap,12,4,29
366,1,25.419864,81.881746,2010-08-15,10239.0,Pick,12,11,45
367,1,25.419476,81.879962,2013-05-08,10240.0,Rape,12,10,23
368,1,25.419702,81.87713,2005-02-28,10241.0,Rape,12,17,2
369,1,25.42007,81.880148,2012-05-10,10242.0,Murder,12,15,15
370,1,25.417224,81.877743,2014-01-09,10243.0,Pick,12,12,13
371,1,25.419864,81.881746,2005-02-24,10244.0,Pick,12,13,40
372,1,25.419594,81.878576,2009-08-30,10245.0,Chain,12,9,45
373,1,25.417224,81.877743,2010-10-23,10246.0,Murder,12,7,12
374,1,25.419702,81.87713,2005-10-14,10247.0,Rape,12,21,8
