,index,Unnamed: 0,X,Month,Longitude,Latitude,hours,minutes,crime,Cluster_Index,danger_index
60,1171,1172,1172,2014-11-19,81.839548,25.384771,8,21,Kidnap,1,109
61,1172,1173,1173,2015-04-09,81.848439,25.393871,12,58,Hit And Run,1,109
62,1173,1174,1174,2008-11-01,81.839548,25.384771,22,18,Chain,1,109
63,1174,1175,1175,2011-12-09,81.839548,25.384771,18,39,Violence and Offence,1,109
64,8880,8881,8881,2011-08-06,81.822851,25.49741,20,20,Robery,1,109
65,8881,8882,8882,2011-09-26,81.810798,25.501933,0,18,Hit And Run,1,109
66,8882,8883,8883,2015-05-20,81.791715,25.512843,8,20,Rape,1,109
67,8883,8884,8884,2012-08-03,81.812145,25.501654,2,26,Chain,1,109
68,8884,8885,8885,2005-04-29,81.812145,25.501654,0,31,Kidnap,1,109
69,8885,8886,8886,2012-01-07,81.812145,25.501654,14,16,Murder,1,109
70,8886,8887,8887,2005-12-04,81.812145,25.501654,10,9,Robery,1,109
71,8887,8888,8888,2014-07-10,81.795085,25.515644,4,14,Chain,1,109
72,8888,8889,8889,2011-07-02,81.810113,25.503924,2,44,Robery,1,109
73,8889,8890,8890,2007-08-10,81.807843,25.496286,18,13,Hit And Run,1,109
74,8890,8891,8891,2013-01-05,81.812861,25.501218,12,57,Robery,1,109
75,8891,8892,8892,2007-07-03,81.807843,25.496286,14,44,Pick,1,109
76,8892,8893,8893,2011-10-21,81.791715,25.512843,8,26,Hit And Run,1,109
77,8893,8894,8894,2014-10-28,81.815579,25.499403,8,9,Pick,1,109
78,8894,8895,8895,2005-03-26,81.818444,25.496869,14,49,Hit And Run,1,109
79,8895,8896,8896,2009-10-06,81.818654,25.493643,16,53,Violence and Offence,1,109
80,8896,8897,8897,2009-10-04,81.817178,25.497696,1,9,Murder,1,109
81,8897,8898,8898,2013-03-20,81.818654,25.493643,10,38,Rape,1,109
82,8898,8899,8899,2006-10-02,81.829028,25.480982,6,39,Rape,1,109
83,8899,8900,8900,2012-07-11,81.818721,25.502326,19,27,Robery,1,109
84,8900,8901,8901,2009-02-02,81.817569,25.511676,3,28,Kidnap,1,109
85,8901,8902,8902,2015-12-19,81.80711,25.516991,18,4,Rape,1,109
86,8902,8903,8903,2007-12-12,81.816329,25.509403,2,21,Rape,1,109
87,8903,8904,8904,2008-09-04,81.806285,25.507044,12,5,Violence and Offence,1,109
88,8904,8905,8905,2006-11-22,81.80329,25.509182,12,43,Hit And Run,1,109
89,8905,8906,8906,2007-03-28,81.806285,25.507044,12,46,Kidnap,1,109
90,8906,8907,8907,2009-06-07,81.890342,25.502728,0,31,Hit And Run,1,109
91,8907,8908,8908,2006-10-09,81.89708,25.499155,9,6,Rape,1,109
92,8908,8909,8909,2009-10-22,81.89708,25.499155,11,42,Kidnap,1,109
93,8909,8910,8910,2015-05-22,81.89708,25.499155,1,20,Pick,1,109
94,8910,8911,8911,2008-10-05,81.888931,25.493309,9,20,Hit And Run,1,109
95,8911,8912,8912,2005-05-09,81.89298,25.494591,10,25,Pick,1,109
96,8912,8913,8913,2013-08-31,81.888783,25.492274,19,21,Chain,1,109
97,8913,8914,8914,2010-04-15,81.887933,25.487227,6,31,Robery,1,109
98,8914,8915,8915,2005-05-18,81.930995,25.496509,12,39,Violence and Offence,1,109
99,8915,8916,8916,2015-12-15,81.930347,25.498384,18,40,Hit And Run,1,109
100,8916,8917,8917,2011-04-30,81.930995,25.496509,20,53,Violence and Offence,1,109
101,8917,8918,8918,2006-02-27,81.930995,25.496509,18,50,Pick,1,109
102,8918,8919,8919,2008-05-03,81.929153,25.497631,14,58,Robery,1,109
103,8919,8920,8920,2012-07-27,81.929153,25.497631,7,40,Rape,1,109
104,8920,8921,8921,2007-07-19,81.929153,25.497631,6,56,Pick,1,109
105,8921,8922,8922,2011-11-14,81.929153,25.497631,21,21,Murder,1,109
106,8922,8923,8923,2007-04-18,81.924825,25.498686,17,47,Pick,1,109
107,8923,8924,8924,2008-07-12,81.928595,25.496738,2,14,Murder,1,109
108,8924,8925,8925,2011-01-06,81.925804,25.489289,8,52,Kidnap,1,109
109,8925,8926,8926,2007-01-23,81.924742,25.488735,2,14,Kidnap,1,109
110,8926,8927,8927,2008-11-13,81.928118,25.490677,4,1,Robery,1,109
111,8927,8928,8928,2010-10-02,81.868638,25.473465,16,30,Robery,1,109
112,8928,8929,8929,2013-01-03,81.868731,25.47067,13,12,Violence and Offence,1,109
113,8929,8930,8930,2008-11-03,81.873973,25.475098,19,36,Robery,1,109
114,8930,8931,8931,2013-07-24,81.872171,25.471258,3,14,Chain,1,109
115,8931,8932,8932,2007-02-02,81.86479,25.473819,2,44,Kidnap,1,109
116,8932,8933,8933,2011-04-26,81.86479,25.473819,1,7,Pick,1,109
117,8933,8934,8934,2007-06-02,81.869727,25.474973,2,47,Pick,1,109
118,8934,8935,8935,2014-03-24,81.877867,25.480065,3,17,Rape,1,109
119,8935,8936,8936,2015-09-29,81.874848,25.47949,18,33,Pick,1,109
120,8936,8937,8937,2014-11-22,81.878177,25.476894,15,23,Murder,1,109
121,8937,8938,8938,2015-02-02,81.88066,25.472594,1,0,Murder,1,109
122,8938,8939,8939,2009-09-19,81.877791,25.471202,11,4,Robery,1,109
123,8939,8940,8940,2010-04-29,81.88066,25.472594,3,52,Rape,1,109
124,8940,8941,8941,2006-09-26,81.88066,25.472594,14,33,Violence and Offence,1,109
125,8941,8942,8942,2012-04-30,81.88066,25.472594,5,12,Murder,1,109
126,8942,8943,8943,2009-11-12,81.88066,25.472594,10,19,Murder,1,109
127,8943,8944,8944,2010-07-23,81.88066,25.472594,21,2,Kidnap,1,109
128,8944,8945,8945,2010-10-31,81.88066,25.472594,11,32,Rape,1,109
129,8945,8946,8946,2011-02-09,81.877867,25.480065,9,2,Robery,1,109
130,8946,8947,8947,2011-12-24,81.88066,25.472594,11,34,Chain,1,109
131,8947,8948,8948,2009-05-24,81.874848,25.47949,21,7,Violence and Offence,1,109
132,8948,8949,8949,2009-04-16,81.872844,25.473302,4,32,Kidnap,1,109
133,8949,8950,8950,2008-11-06,81.877791,25.471202,19,25,Robery,1,109
134,8950,8951,8951,2007-08-28,81.876428,25.475158,1,2,Murder,1,109
135,8951,8952,8952,2012-10-03,81.876992,25.473876,13,16,Violence and Offence,1,109
136,8952,8953,8953,2015-01-02,81.875079,25.473891,14,18,Rape,1,109
137,8953,8954,8954,2013-12-02,81.88066,25.472594,21,42,Robery,1,109
138,8954,8955,8955,2015-11-22,81.877322,25.478408,3,11,Rape,1,109
139,8955,8956,8956,2007-11-20,81.876992,25.473876,4,25,Rape,1,109
140,8956,8957,8957,2005-03-30,81.877791,25.471202,2,5,Kidnap,1,109
141,8957,8958,8958,2015-10-18,81.866742,25.470667,1,3,Murder,1,109
142,8958,8959,8959,2015-12-31,81.866332,25.478754,4,0,Kidnap,1,109
143,8959,8960,8960,2008-08-03,81.865825,25.475794,2,46,Violence and Offence,1,109
144,8960,8961,8961,2015-06-01,81.863312,25.473037,22,34,Hit And Run,1,109
145,8961,8962,8962,2010-09-26,81.869318,25.472436,14,11,Hit And Run,1,109
146,8962,8963,8963,2013-08-11,81.857039,25.475048,19,25,Chain,1,109
147,8963,8964,8964,2011-02-18,81.862263,25.474451,22,32,Violence and Offence,1,109
148,8964,8965,8965,2013-09-01,81.887104,25.470152,3,23,Hit And Run,1,109
149,8965,8966,8966,2010-07-18,81.886515,25.467542,1,24,Chain,1,109
150,8966,8967,8967,2008-09-01,81.887104,25.470152,1,30,Hit And Run,1,109
151,8967,8968,8968,2013-06-21,81.887104,25.470152,4,18,Pick,1,109
152,8968,8969,8969,2007-01-25,81.887104,25.470152,19,55,Hit And Run,1,109
153,8969,8970,8970,2008-12-05,81.887104,25.470152,19,47,Robery,1,109
154,8970,8971,8971,2010-05-06,81.885043,25.46996,18,16,Rape,1,109
155,8971,8972,8972,2014-12-25,81.887952,25.471703,7,4,Robery,1,109
156,8972,8973,8973,2014-02-26,81.886515,25.467542,14,14,Chain,1,109
157,8973,8974,8974,2011-06-11,81.887952,25.471703,19,27,Hit And Run,1,109
158,8974,8975,8975,2009-09-10,81.887952,25.471703,10,1,Violence and Offence,1,109
159,8975,8976,8976,2006-11-23,81.886515,25.467542,12,47,Robery,1,109
160,8976,8977,8977,2013-06-06,81.886515,25.467542,3,26,Murder,1,109
161,8977,8978,8978,2010-10-22,81.886515,25.467542,19,50,Kidnap,1,109
162,8978,8979,8979,2011-04-09,81.886515,25.467542,19,19,Pick,1,109
163,8979,8980,8980,2011-11-12,81.886515,25.467542,8,25,Violence and Offence,1,109
164,8980,8981,8981,2010-01-16,81.867242,25.468792,11,22,Rape,1,109
165,8981,8982,8982,2007-05-19,81.86803,25.47028,1,16,Kidnap,1,109
166,8982,8983,8983,2014-09-08,81.871419,25.466777,14,3,Robery,1,109
167,8983,8984,8984,2012-08-29,81.871419,25.466777,14,56,Chain,1,109
168,8984,8985,8985,2007-02-27,81.870415,25.46473,21,45,Pick,1,109
169,8985,8986,8986,2005-09-15,81.872844,25.464475,18,24,Hit And Run,1,109
170,8986,8987,8987,2010-08-20,81.87878,25.461761,10,20,Kidnap,1,109
171,8987,8988,8988,2012-05-12,81.87878,25.461761,14,16,Kidnap,1,109
172,8988,8989,8989,2013-05-14,81.876645,25.469523,17,45,Pick,1,109
173,8989,8990,8990,2013-11-17,81.872844,25.464475,20,21,Pick,1,109
174,8990,8991,8991,2008-05-01,81.87878,25.461761,0,25,Chain,1,109
175,8991,8992,8992,2010-07-30,81.872542,25.465417,20,6,Violence and Offence,1,109
176,8992,8993,8993,2014-10-15,81.872429,25.479079,4,39,Violence and Offence,1,109
177,8993,8994,8994,2009-03-26,81.873288,25.47904,9,31,Rape,1,109
178,8994,8995,8995,2005-10-19,81.869442,25.48014,2,28,Pick,1,109
179,8995,8996,8996,2008-12-04,81.870962,25.482918,2,48,Kidnap,1,109
180,8996,8997,8997,2011-04-17,81.872429,25.479079,14,2,Pick,1,109
181,8997,8998,8998,2008-09-06,81.953189,25.471463,6,39,Hit And Run,1,109
182,8998,8999,8999,2006-12-09,81.965281,25.473847,1,8,Pick,1,109
183,8999,9000,9000,2007-07-06,81.965281,25.473847,4,44,Robery,1,109
184,9000,9001,9001,2011-07-04,81.955996,25.470094,1,42,Hit And Run,1,109
185,9001,9002,9002,2011-05-31,81.965281,25.473847,14,23,Rape,1,109
186,9002,9003,9003,2007-09-15,81.956977,25.473021,11,21,Violence and Offence,1,109
187,9003,9004,9004,2006-08-22,81.949119,25.471576,10,58,Chain,1,109
188,9004,9005,9005,2006-09-14,81.965281,25.473847,20,6,Chain,1,109
189,9005,9006,9006,2013-06-19,81.944454,25.466337,12,17,Robery,1,109
190,9006,9007,9007,2006-11-12,81.937619,25.46709,19,16,Rape,1,109
191,9007,9008,9008,2010-06-16,81.935968,25.465751,0,57,Kidnap,1,109
192,9008,9009,9009,2007-06-22,81.943143,25.468361,8,19,Kidnap,1,109
193,9009,9010,9010,2009-12-15,81.938527,25.466799,21,20,Kidnap,1,109
194,9010,9011,9011,2005-11-06,81.939855,25.4657,13,57,Violence and Offence,1,109
195,9011,9012,9012,2010-04-15,81.933887,25.463932,7,5,Kidnap,1,109
196,9012,9013,9013,2010-10-25,81.939855,25.4657,4,15,Chain,1,109
197,9013,9014,9014,2006-08-25,81.935968,25.465751,4,30,Murder,1,109
198,9014,9015,9015,2012-08-28,81.948268,25.470079,12,58,Robery,1,109
199,9015,9016,9016,2013-06-07,81.950695,25.474919,0,25,Robery,1,109
200,9016,9017,9017,2008-10-15,81.945122,25.470898,13,30,Violence and Offence,1,109
201,9017,9018,9018,2006-05-04,81.945969,25.473617,16,56,Murder,1,109
202,9018,9019,9019,2007-04-08,81.945969,25.473617,15,1,Violence and Offence,1,109
203,9019,9020,9020,2009-02-22,81.946865,25.469245,9,43,Hit And Run,1,109
204,9020,9021,9021,2015-10-29,81.941423,25.469511,8,48,Hit And Run,1,109
205,9021,9022,9022,2015-04-14,81.935902,25.468043,2,17,Violence and Offence,1,109
206,9022,9023,9023,2006-08-01,81.942331,25.471197,13,21,Robery,1,109
207,9023,9024,9024,2013-09-30,81.935902,25.468043,1,54,Robery,1,109
208,9024,9025,9025,2009-01-01,81.942331,25.471197,19,19,Murder,1,109
209,9025,9026,9026,2013-02-20,81.940393,25.468858,15,9,Hit And Run,1,109
210,9026,9027,9027,2015-03-09,81.943549,25.470377,5,21,Rape,1,109
211,9027,9028,9028,2008-09-12,81.941423,25.469511,17,37,Pick,1,109
212,9028,9029,9029,2007-01-23,81.934522,25.469572,8,46,Chain,1,109
213,9029,9030,9030,2005-07-02,81.941504,25.471058,8,10,Hit And Run,1,109
214,9030,9031,9031,2012-03-02,81.935902,25.468043,1,28,Pick,1,109
215,9031,9032,9032,2009-11-16,81.940607,25.470612,12,38,Hit And Run,1,109
216,9032,9033,9033,2009-05-20,81.941423,25.469511,11,31,Rape,1,109
217,9033,9034,9034,2014-02-14,81.940393,25.468858,11,37,Rape,1,109
218,9034,9035,9035,2007-12-01,81.939448,25.470579,2,2,Robery,1,109
219,9035,9036,9036,2014-11-27,81.944603,25.47041,2,20,Murder,1,109
220,9036,9037,9037,2008-05-16,81.931319,25.461572,4,2,Pick,1,109
221,9037,9038,9038,2011-08-26,81.918845,25.465493,6,20,Kidnap,1,109
222,9038,9039,9039,2006-02-06,81.921323,25.466927,10,27,Kidnap,1,109
223,9039,9040,9040,2010-01-01,81.922425,25.466726,11,30,Pick,1,109
224,9040,9041,9041,2013-09-02,81.9238,25.4665,3,8,Violence and Offence,1,109
225,9041,9042,9042,2008-08-17,81.918845,25.465493,3,28,Pick,1,109
226,9042,9043,9043,2012-01-13,81.923394,25.465527,16,22,Violence and Offence,1,109
227,9043,9044,9044,2008-07-28,81.923394,25.465527,7,42,Chain,1,109
228,9044,9045,9045,2013-12-21,81.918845,25.465493,5,11,Murder,1,109
229,9045,9046,9046,2010-05-24,81.91644,25.465155,22,45,Hit And Run,1,109
230,9046,9047,9047,2010-08-04,81.923394,25.465527,22,21,Rape,1,109
231,9047,9048,9048,2010-06-10,81.918043,25.463861,19,37,Violence and Offence,1,109
232,9048,9049,9049,2007-03-18,81.918845,25.465493,10,30,Chain,1,109
233,9049,9050,9050,2014-12-31,81.916548,25.466918,18,19,Violence and Offence,1,109
234,9050,9051,9051,2014-01-28,81.918472,25.468088,15,19,Rape,1,109
235,9051,9052,9052,2007-09-06,81.918416,25.465967,0,55,Robery,1,109
236,9052,9053,9053,2008-06-11,81.925694,25.465783,19,10,Kidnap,1,109
237,9053,9054,9054,2007-08-02,81.927854,25.466389,5,39,Violence and Offence,1,109
238,9054,9055,9055,2011-09-11,81.926796,25.465663,1,50,Chain,1,109
239,9055,9056,9056,2012-04-13,81.927854,25.466389,8,50,Rape,1,109
240,9056,9057,9057,2012-08-20,81.925694,25.465783,6,19,Pick,1,109
241,9057,9058,9058,2012-01-08,81.925694,25.465783,8,9,Murder,1,109
242,9058,9059,9059,2008-09-30,81.938121,25.46774,3,13,Violence and Offence,1,109
243,9059,9060,9060,2007-11-10,81.93261,25.466622,8,9,Hit And Run,1,109
244,9060,9061,9061,2009-08-18,81.93261,25.466622,16,1,Kidnap,1,109
245,9061,9062,9062,2005-11-08,81.93261,25.466622,8,53,Hit And Run,1,109
246,9062,9063,9063,2012-12-02,81.926962,25.46944,21,47,Chain,1,109
247,9063,9064,9064,2013-08-18,81.925201,25.468369,16,19,Robery,1,109
248,9064,9065,9065,2014-04-23,81.920323,25.468234,14,40,Pick,1,109
249,9065,9066,9066,2013-09-01,81.916933,25.468268,0,28,Chain,1,109
250,9066,9067,9067,2005-05-22,81.91344,25.468149,5,48,Rape,1,109
251,9067,9068,9068,2014-06-04,81.917135,25.468791,9,34,Chain,1,109
252,9068,9069,9069,2006-01-20,81.91344,25.468149,10,19,Murder,1,109
253,9069,9070,9070,2012-05-26,81.91344,25.468149,8,33,Hit And Run,1,109
254,9070,9071,9071,2015-02-05,81.912595,25.46729,11,29,Robery,1,109
255,9071,9072,9072,2005-05-28,81.827526,25.464946,1,53,Violence and Offence,1,109
256,9072,9073,9073,2009-10-27,81.828471,25.464386,15,22,Violence and Offence,1,109
257,9073,9074,9074,2008-11-09,81.827526,25.464946,5,21,Pick,1,109
258,9074,9075,9075,2013-11-30,81.828471,25.464386,11,14,Rape,1,109
259,9075,9076,9076,2011-09-25,81.832893,25.474742,17,56,Murder,1,109
260,9076,9077,9077,2005-05-20,81.832162,25.470189,14,23,Kidnap,1,109
261,9077,9078,9078,2012-06-16,81.826513,25.469308,3,54,Robery,1,109
262,9078,9079,9079,2015-09-11,81.833556,25.468904,11,55,Violence and Offence,1,109
263,9079,9080,9080,2006-01-14,81.833556,25.468904,9,35,Pick,1,109
264,9080,9081,9081,2010-03-26,81.833556,25.468904,7,57,Hit And Run,1,109
265,9081,9082,9082,2014-02-25,81.826513,25.469308,21,30,Kidnap,1,109
266,9082,9083,9083,2015-01-25,81.833183,25.466996,21,22,Pick,1,109
267,9083,9084,9084,2007-10-11,81.85625,25.460733,7,21,Violence and Offence,1,109
268,9084,9085,9085,2010-09-26,81.852879,25.461467,16,55,Rape,1,109
269,9085,9086,9086,2005-12-04,81.854108,25.460045,16,56,Chain,1,109
270,9086,9087,9087,2007-06-08,81.853525,25.458127,17,41,Kidnap,1,109
271,9087,9088,9088,2005-08-03,81.854509,25.459508,5,15,Kidnap,1,109
272,9088,9089,9089,2006-05-02,81.852183,25.462487,22,32,Kidnap,1,109
273,9089,9090,9090,2005-08-18,81.852183,25.462487,4,58,Murder,1,109
274,9090,9091,9091,2009-06-22,81.854509,25.459508,7,0,Violence and Offence,1,109
275,9091,9092,9092,2007-06-08,81.855617,25.466769,20,13,Rape,1,109
276,9092,9093,9093,2008-11-26,81.852183,25.462487,19,4,Murder,1,109
277,9093,9094,9094,2009-11-29,81.846987,25.464126,10,57,Kidnap,1,109
278,9094,9095,9095,2015-04-16,81.852183,25.462487,13,12,Rape,1,109
279,9095,9096,9096,2009-07-08,81.843943,25.462525,11,8,Rape,1,109
280,9096,9097,9097,2009-05-12,81.847583,25.463663,13,42,Robery,1,109
281,9097,9098,9098,2013-06-13,81.843943,25.462525,8,4,Rape,1,109
282,9098,9099,9099,2010-08-16,81.843943,25.462525,5,3,Pick,1,109
283,9099,9100,9100,2007-01-13,81.848568,25.461646,8,50,Robery,1,109
284,9100,9101,9101,2009-06-23,81.845208,25.462551,18,21,Hit And Run,1,109
285,9101,9102,9102,2013-07-18,81.846945,25.461403,2,49,Hit And Run,1,109
286,9102,9103,9103,2012-11-30,81.843943,25.462525,2,15,Kidnap,1,109
287,9103,9104,9104,2013-07-16,81.846945,25.461403,5,39,Chain,1,109
288,9104,9105,9105,2009-06-07,81.842334,25.464088,2,30,Violence and Offence,1,109
289,9105,9106,9106,2011-06-24,81.843943,25.462525,5,23,Hit And Run,1,109
290,9106,9107,9107,2006-09-20,81.845771,25.463076,5,13,Robery,1,109
291,9107,9108,9108,2012-01-29,81.843943,25.462525,19,18,Hit And Run,1,109
292,9108,9109,9109,2012-09-25,81.841251,25.461474,12,2,Kidnap,1,109
293,9109,9110,9110,2010-11-19,81.833965,25.464556,21,18,Kidnap,1,109
294,9110,9111,9111,2012-06-19,81.848413,25.459317,9,46,Hit And Run,1,109
295,9111,9112,9112,2005-12-01,81.848413,25.459317,3,23,Hit And Run,1,109
296,9112,9113,9113,2009-04-27,81.844746,25.456355,9,32,Hit And Run,1,109
297,9113,9114,9114,2007-09-10,81.846521,25.459018,16,33,Murder,1,109
298,9114,9115,9115,2005-03-04,81.836094,25.46012,9,7,Murder,1,109
299,9115,9116,9116,2006-11-07,81.848413,25.459317,17,57,Rape,1,109
300,9116,9117,9117,2009-01-02,81.848413,25.459317,2,35,Violence and Offence,1,109
301,9117,9118,9118,2010-09-24,81.855108,25.468303,21,39,Rape,1,109
302,9118,9119,9119,2008-11-14,81.853116,25.46936,5,57,Rape,1,109
303,9119,9120,9120,2012-02-06,81.855841,25.467786,2,48,Hit And Run,1,109
304,9120,9121,9121,2008-01-08,81.845886,25.476137,5,35,Robery,1,109
305,9121,9122,9122,2008-10-25,81.855108,25.468303,22,3,Kidnap,1,109
306,9122,9123,9123,2009-07-20,81.847,25.469394,10,25,Pick,1,109
307,9123,9124,9124,2013-07-07,81.849825,25.468899,14,6,Pick,1,109
308,9124,9125,9125,2013-06-01,81.853116,25.46936,1,35,Violence and Offence,1,109
309,9125,9126,9126,2007-01-16,81.849825,25.468899,13,19,Rape,1,109
310,9126,9127,9127,2006-09-02,81.848644,25.466699,6,28,Pick,1,109
311,9127,9128,9128,2013-05-23,81.855841,25.467786,20,41,Hit And Run,1,109
312,9128,9129,9129,2005-05-15,81.855108,25.468303,13,22,Murder,1,109
313,9129,9130,9130,2011-02-10,81.849825,25.468899,13,15,Robery,1,109
314,9130,9131,9131,2013-06-12,81.887871,25.467532,18,19,Chain,1,109
315,9131,9132,9132,2015-01-31,81.886263,25.466408,7,43,Robery,1,109
316,9132,9133,9133,2010-05-20,81.886546,25.465691,13,2,Violence and Offence,1,109
317,9133,9134,9134,2011-03-17,81.886546,25.465691,19,26,Kidnap,1,109
318,9134,9135,9135,2014-03-25,81.889036,25.466353,7,36,Violence and Offence,1,109
319,9135,9136,9136,2013-07-18,81.886546,25.465691,2,18,Chain,1,109
320,9136,9137,9137,2010-11-22,81.889932,25.464093,17,20,Murder,1,109
321,9137,9138,9138,2005-06-11,81.889932,25.464093,1,34,Murder,1,109
322,9138,9139,9139,2015-06-16,81.889932,25.464093,9,7,Robery,1,109
323,9139,9140,9140,2011-07-19,81.889791,25.468038,13,13,Hit And Run,1,109
324,9140,9141,9141,2015-07-03,81.891414,25.464659,20,45,Violence and Offence,1,109
325,9141,9142,9142,2013-07-22,81.891706,25.458845,18,20,Kidnap,1,109
326,9142,9143,9143,2006-08-12,81.890725,25.458111,17,15,Rape,1,109
327,9143,9144,9144,2014-03-06,81.887033,25.461828,13,24,Chain,1,109
328,9144,9145,9145,2005-05-20,81.891706,25.458845,20,17,Murder,1,109
329,9145,9146,9146,2010-08-28,81.888356,25.462879,3,31,Violence and Offence,1,109
330,9146,9147,9147,2012-02-14,81.890251,25.460337,15,32,Hit And Run,1,109
331,9147,9148,9148,2013-03-21,81.887033,25.461828,14,54,Hit And Run,1,109
332,9148,9149,9149,2014-07-10,81.890725,25.458111,6,13,Pick,1,109
333,9149,9150,9150,2014-04-24,81.887033,25.461828,1,20,Pick,1,109
334,9150,9151,9151,2010-01-09,81.888924,25.461318,6,52,Hit And Run,1,109
335,9151,9152,9152,2005-10-11,81.891706,25.458845,4,33,Murder,1,109
336,9152,9153,9153,2008-04-09,81.888695,25.460616,1,52,Violence and Offence,1,109
337,9153,9154,9154,2012-09-22,81.895931,25.458358,17,39,Hit And Run,1,109
338,9154,9155,9155,2015-03-03,81.891706,25.458845,9,31,Murder,1,109
339,9155,9156,9156,2011-01-13,81.890725,25.458111,18,5,Pick,1,109
340,9156,9157,9157,2009-08-16,81.888924,25.461318,7,45,Robery,1,109
