,index,Unnamed: 0,X,Month,Longitude,Latitude,hours,minutes,crime,Cluster_Index,danger_index
146,194,195,195,2008-11-23,81.712071,25.468377,5,34,Violence and Offence,5,174
147,195,196,196,2013-09-09,81.70543,25.473991,10,28,Hit And Run,5,174
148,196,197,197,2013-10-26,81.713579,25.468316,10,35,Rape,5,174
149,197,198,198,2011-08-30,81.709271,25.463233,9,30,Rape,5,174
150,198,199,199,2009-06-29,81.714515,25.473267,12,58,Rape,5,174
151,199,200,200,2014-09-20,81.713579,25.468316,13,56,Robery,5,174
152,200,201,201,2009-01-08,81.711234,25.473845,21,29,Rape,5,174
153,201,202,202,2014-09-18,81.712071,25.468377,6,16,Pick,5,174
154,202,203,203,2010-03-21,81.714515,25.473267,20,34,Chain,5,174
155,203,204,204,2009-04-14,81.718358,25.470329,8,52,Chain,5,174
156,204,205,205,2011-05-30,81.718358,25.470329,15,19,Murder,5,174
157,205,206,206,2015-02-01,81.718358,25.470329,7,42,Kidnap,5,174
158,206,207,207,2015-02-24,81.718358,25.470329,6,43,Rape,5,174
159,207,208,208,2006-08-31,81.718358,25.470329,8,5,Robery,5,174
160,208,209,209,2011-04-11,81.718358,25.470329,19,2,Murder,5,174
161,209,210,210,2005-02-25,81.712175,25.469915,22,1,Chain,5,174
162,210,211,211,2012-08-05,81.718358,25.470329,17,56,Rape,5,174
163,211,212,212,2010-02-19,81.718358,25.470329,4,34,Violence and Offence,5,174
164,212,213,213,2012-05-02,81.718998,25.469975,2,48,Kidnap,5,174
165,213,214,214,2014-09-16,81.718358,25.470329,19,53,Murder,5,174
166,214,215,215,2015-10-31,81.718358,25.470329,18,0,Murder,5,174
167,215,216,216,2009-01-13,81.722003,25.471812,2,43,Violence and Offence,5,174
168,216,217,217,2012-04-27,81.722003,25.471812,8,25,Murder,5,174
169,217,218,218,2015-07-15,81.718358,25.470329,18,40,Rape,5,174
170,218,219,219,2005-10-19,81.712175,25.469915,6,16,Robery,5,174
171,219,220,220,2010-01-19,81.718358,25.470329,16,58,Hit And Run,5,174
172,220,221,221,2006-03-31,81.718998,25.469975,13,48,Violence and Offence,5,174
173,221,222,222,2011-09-30,81.718358,25.470329,3,3,Violence and Offence,5,174
174,222,223,223,2005-12-19,81.71259,25.470934,10,27,Murder,5,174
175,223,224,224,2015-03-08,81.718358,25.470329,14,42,Violence and Offence,5,174
176,224,225,225,2008-12-29,81.713539,25.468793,16,49,Chain,5,174
177,225,226,226,2007-05-12,81.724106,25.46994,4,52,Hit And Run,5,174
178,226,227,227,2007-10-28,81.718358,25.470329,16,54,Murder,5,174
179,227,228,228,2009-10-01,81.712739,25.471762,21,56,Murder,5,174
180,228,229,229,2007-07-12,81.724106,25.46994,20,12,Rape,5,174
181,229,230,230,2014-11-08,81.724106,25.46994,0,47,Pick,5,174
182,230,231,231,2007-03-22,81.718358,25.470329,19,4,Kidnap,5,174
183,231,232,232,2005-11-07,81.71872,25.471033,6,17,Violence and Offence,5,174
184,232,233,233,2013-11-03,81.718358,25.470329,5,14,Hit And Run,5,174
185,233,234,234,2005-04-07,81.713539,25.468793,20,55,Pick,5,174
186,234,235,235,2008-12-22,81.725087,25.479359,20,9,Rape,5,174
187,235,236,236,2010-04-22,81.722667,25.478352,9,17,Rape,5,174
188,236,237,237,2008-11-02,81.722667,25.478352,15,4,Rape,5,174
189,237,238,238,2010-12-26,81.722667,25.478352,12,6,Hit And Run,5,174
190,238,239,239,2008-03-22,81.720327,25.481436,10,17,Pick,5,174
191,239,240,240,2014-10-27,81.717152,25.479795,1,23,Murder,5,174
192,240,241,241,2007-08-29,81.722667,25.478352,8,18,Hit And Run,5,174
193,241,242,242,2008-12-07,81.722667,25.478352,5,46,Chain,5,174
194,242,243,243,2007-07-14,81.723303,25.475966,13,4,Chain,5,174
195,243,244,244,2008-06-22,81.722667,25.478352,16,52,Murder,5,174
196,244,245,245,2009-09-14,81.722667,25.478352,19,52,Rape,5,174
197,245,246,246,2012-02-05,81.719126,25.481238,16,2,Rape,5,174
198,246,247,247,2014-12-26,81.722667,25.478352,10,1,Kidnap,5,174
199,247,248,248,2011-09-16,81.717152,25.479795,11,14,Chain,5,174
200,248,249,249,2008-01-29,81.720913,25.480793,4,21,Hit And Run,5,174
201,249,250,250,2008-07-02,81.720913,25.480793,16,7,Robery,5,174
202,250,251,251,2010-10-02,81.720913,25.480793,15,25,Rape,5,174
203,251,252,252,2013-08-17,81.72269,25.481615,4,28,Rape,5,174
204,252,253,253,2013-10-12,81.721189,25.481325,5,48,Violence and Offence,5,174
205,253,254,254,2011-07-10,81.725087,25.479359,7,32,Violence and Offence,5,174
206,254,255,255,2009-11-12,81.721862,25.478616,4,57,Murder,5,174
207,255,256,256,2006-08-17,81.71711,25.480361,9,36,Chain,5,174
208,256,257,257,2015-10-16,81.719126,25.481238,6,32,Pick,5,174
209,257,258,258,2013-02-28,81.723303,25.475966,14,31,Pick,5,174
210,258,259,259,2012-04-07,81.71711,25.480361,11,47,Robery,5,174
211,259,260,260,2007-10-07,81.715849,25.484468,19,21,Hit And Run,5,174
212,260,261,261,2013-08-26,81.715849,25.484468,12,19,Hit And Run,5,174
213,261,262,262,2011-06-01,81.711337,25.481891,17,16,Kidnap,5,174
214,262,263,263,2013-08-13,81.715849,25.484468,18,58,Chain,5,174
215,263,264,264,2012-04-10,81.715849,25.484468,19,53,Murder,5,174
216,264,265,265,2007-11-05,81.713333,25.482256,11,7,Hit And Run,5,174
217,265,266,266,2012-09-27,81.707801,25.482341,9,28,Hit And Run,5,174
218,266,267,267,2015-12-21,81.715849,25.484468,4,54,Chain,5,174
219,267,268,268,2014-06-13,81.715849,25.484468,21,23,Hit And Run,5,174
220,268,269,269,2008-09-17,81.712473,25.481612,12,10,Kidnap,5,174
221,269,270,270,2011-10-22,81.715849,25.484468,10,5,Pick,5,174
222,270,271,271,2015-11-23,81.715849,25.484468,3,1,Violence and Offence,5,174
223,271,272,272,2011-09-15,81.71807,25.482031,11,29,Kidnap,5,174
224,272,273,273,2009-09-05,81.715185,25.480913,16,3,Hit And Run,5,174
225,273,274,274,2007-02-14,81.724422,25.483848,12,6,Murder,5,174
226,274,275,275,2006-01-19,81.716546,25.483556,7,13,Kidnap,5,174
227,275,276,276,2010-08-31,81.715771,25.481708,19,43,Chain,5,174
228,276,277,277,2012-04-28,81.716436,25.480895,6,49,Hit And Run,5,174
229,277,278,278,2011-11-20,81.715849,25.484468,6,3,Murder,5,174
230,278,279,279,2009-09-17,81.716436,25.480895,10,46,Pick,5,174
231,279,280,280,2010-10-26,81.71807,25.482031,16,36,Robery,5,174
232,280,281,281,2010-05-08,81.707801,25.482341,18,41,Chain,5,174
233,281,282,282,2015-05-03,81.716436,25.480895,12,10,Violence and Offence,5,174
234,282,283,283,2013-06-03,81.718597,25.483491,11,46,Pick,5,174
235,283,284,284,2013-04-17,81.71807,25.482031,2,14,Kidnap,5,174
236,284,285,285,2010-09-16,81.715113,25.482171,7,39,Murder,5,174
237,285,286,286,2013-03-09,81.71807,25.482031,15,0,Hit And Run,5,174
238,286,287,287,2014-01-22,81.711337,25.481891,8,3,Rape,5,174
239,287,288,288,2015-08-21,81.715771,25.481708,8,10,Pick,5,174
240,288,289,289,2012-05-18,81.71807,25.482031,2,14,Pick,5,174
241,289,290,290,2008-01-27,81.715185,25.480913,4,53,Kidnap,5,174
242,290,291,291,2005-08-08,81.715185,25.480913,9,58,Robery,5,174
243,291,292,292,2010-09-22,81.710706,25.482524,10,6,Robery,5,174
244,292,293,293,2015-08-13,81.713333,25.482256,12,16,Kidnap,5,174
245,293,294,294,2007-09-04,81.710706,25.482524,21,45,Chain,5,174
246,294,295,295,2015-11-05,81.712473,25.481612,12,44,Hit And Run,5,174
247,295,296,296,2009-02-11,81.712473,25.481612,10,6,Pick,5,174
248,296,297,297,2011-08-05,81.713333,25.482256,22,50,Chain,5,174
249,297,298,298,2010-05-28,81.713333,25.482256,22,16,Violence and Offence,5,174
250,298,299,299,2007-05-27,81.711337,25.481891,20,13,Pick,5,174
251,299,300,300,2013-06-29,81.711337,25.481891,19,32,Murder,5,174
252,300,301,301,2005-09-28,81.710706,25.482524,10,45,Rape,5,174
253,301,302,302,2008-08-21,81.710706,25.482524,7,38,Hit And Run,5,174
254,302,303,303,2006-02-04,81.713333,25.482256,6,0,Rape,5,174
255,303,304,304,2008-08-14,81.711918,25.483621,14,34,Rape,5,174
256,304,305,305,2012-12-30,81.710706,25.482524,13,58,Kidnap,5,174
257,305,306,306,2007-04-04,81.712473,25.481612,21,2,Robery,5,174
258,306,307,307,2014-06-03,81.712473,25.481612,5,19,Kidnap,5,174
259,307,308,308,2014-01-18,81.710706,25.482524,11,57,Robery,5,174
260,308,309,309,2005-07-03,81.713333,25.482256,9,23,Hit And Run,5,174
261,309,310,310,2005-07-30,81.712473,25.481612,11,18,Hit And Run,5,174
262,310,311,311,2005-06-17,81.715185,25.480913,4,35,Pick,5,174
263,311,312,312,2013-03-21,81.720894,25.483175,1,46,Hit And Run,5,174
264,312,313,313,2011-11-18,81.715849,25.484468,4,20,Hit And Run,5,174
265,313,314,314,2011-09-26,81.711572,25.480733,7,36,Hit And Run,5,174
266,314,315,315,2010-09-18,81.721925,25.485816,9,32,Chain,5,174
267,315,316,316,2014-11-30,81.723712,25.48467,18,4,Violence and Offence,5,174
268,316,317,317,2005-03-28,81.720869,25.488029,2,47,Chain,5,174
269,317,318,318,2007-07-23,81.720869,25.488029,5,44,Murder,5,174
270,318,319,319,2014-07-02,81.721925,25.485816,11,52,Hit And Run,5,174
271,319,320,320,2014-05-13,81.721925,25.485816,17,34,Violence and Offence,5,174
272,320,321,321,2013-12-24,81.721925,25.485816,19,42,Kidnap,5,174
273,321,322,322,2011-02-06,81.721925,25.485816,7,14,Violence and Offence,5,174
274,322,323,323,2005-12-16,81.722498,25.485074,22,26,Chain,5,174
275,323,324,324,2012-08-14,81.721925,25.485816,1,54,Murder,5,174
276,324,325,325,2009-08-23,81.721925,25.485816,2,20,Murder,5,174
277,325,326,326,2006-11-07,81.722947,25.488853,19,17,Kidnap,5,174
278,326,327,327,2011-04-08,81.721925,25.485816,1,19,Robery,5,174
279,327,328,328,2009-01-28,81.722279,25.484704,14,18,Hit And Run,5,174
280,328,329,329,2007-08-17,81.721925,25.485816,9,6,Chain,5,174
281,329,330,330,2007-09-02,81.723712,25.48467,1,22,Murder,5,174
282,330,331,331,2012-07-13,81.721925,25.485816,12,58,Robery,5,174
283,331,332,332,2005-04-23,81.723712,25.48467,9,29,Pick,5,174
284,332,333,333,2012-03-27,81.704543,25.476788,2,46,Kidnap,5,174
285,333,334,334,2013-11-09,81.704543,25.476788,8,18,Robery,5,174
286,334,335,335,2010-02-17,81.702557,25.479488,15,41,Rape,5,174
287,335,336,336,2005-07-14,81.701319,25.477465,0,2,Pick,5,174
288,336,337,337,2007-05-28,81.702557,25.479488,14,36,Chain,5,174
289,337,338,338,2008-02-10,81.703646,25.480027,16,4,Chain,5,174
290,338,339,339,2009-01-03,81.704543,25.476788,1,7,Murder,5,174
291,339,340,340,2014-01-31,81.704543,25.476788,22,46,Rape,5,174
292,341,342,342,2014-06-26,81.703646,25.480027,19,1,Kidnap,5,174
293,342,343,343,2014-08-02,81.701319,25.477465,4,12,Kidnap,5,174
294,343,344,344,2005-11-04,81.70349,25.478812,20,12,Murder,5,174
295,344,345,345,2006-07-18,81.702557,25.479488,17,5,Hit And Run,5,174
296,345,346,346,2006-08-16,81.704708,25.478947,21,53,Pick,5,174
297,346,347,347,2007-11-09,81.702557,25.479488,10,57,Violence and Offence,5,174
298,347,348,348,2013-03-08,81.704543,25.476788,17,19,Kidnap,5,174
299,348,349,349,2013-11-10,81.703646,25.480027,11,53,Robery,5,174
300,349,350,350,2007-08-12,81.702554,25.478922,2,24,Kidnap,5,174
301,350,351,351,2005-08-03,81.701319,25.477465,2,6,Murder,5,174
302,352,353,353,2007-04-27,81.703646,25.480027,14,28,Murder,5,174
303,353,354,354,2013-06-08,81.704708,25.478947,22,1,Murder,5,174
304,355,356,356,2007-02-03,81.702557,25.479488,15,58,Kidnap,5,174
305,358,359,359,2011-12-05,81.701319,25.477465,12,33,Hit And Run,5,174
306,359,360,360,2010-08-02,81.701319,25.477465,0,53,Kidnap,5,174
307,360,361,361,2015-07-24,81.701319,25.477465,14,18,Kidnap,5,174
308,361,362,362,2012-08-06,81.701319,25.477465,6,16,Violence and Offence,5,174
309,442,443,443,2011-06-01,81.729389,25.470896,21,21,Chain,5,174
310,443,444,444,2008-03-30,81.724853,25.473901,11,37,Hit And Run,5,174
311,444,445,445,2005-04-08,81.725678,25.468927,5,11,Robery,5,174
312,445,446,446,2011-11-06,81.724872,25.472247,9,37,Hit And Run,5,174
313,446,447,447,2012-04-23,81.723271,25.472406,15,29,Chain,5,174
314,447,448,448,2012-02-19,81.7422,25.469883,20,2,Rape,5,174
315,448,449,449,2006-08-21,81.727191,25.468614,15,33,Violence and Offence,5,174
316,449,450,450,2005-02-24,81.727541,25.472869,3,40,Robery,5,174
317,450,451,451,2015-02-06,81.725678,25.468927,18,5,Pick,5,174
318,451,452,452,2009-03-28,81.725678,25.468927,11,6,Murder,5,174
319,452,453,453,2014-06-08,81.721022,25.468237,9,43,Pick,5,174
320,453,454,454,2013-08-26,81.723149,25.465933,9,1,Murder,5,174
321,454,455,455,2010-06-09,81.719539,25.46783,8,50,Rape,5,174
322,455,456,456,2010-03-19,81.717111,25.468711,17,48,Rape,5,174
323,456,457,457,2009-05-31,81.721022,25.468237,11,2,Violence and Offence,5,174
324,457,458,458,2015-09-08,81.720769,25.465916,21,52,Robery,5,174
325,458,459,459,2006-02-14,81.714516,25.468899,18,23,Robery,5,174
326,459,460,460,2007-07-24,81.723149,25.465933,7,19,Pick,5,174
327,460,461,461,2006-04-12,81.720474,25.467091,0,0,Hit And Run,5,174
328,461,462,462,2011-08-02,81.723149,25.465933,22,30,Murder,5,174
329,462,463,463,2010-02-07,81.715173,25.467699,5,55,Robery,5,174
330,463,464,464,2009-04-18,81.720474,25.467091,17,7,Pick,5,174
331,464,465,465,2010-11-28,81.724032,25.474218,4,47,Robery,5,174
332,465,466,466,2010-09-26,81.724307,25.475524,17,29,Robery,5,174
333,466,467,467,2005-08-12,81.72128,25.47543,21,53,Murder,5,174
334,467,468,468,2009-01-03,81.724032,25.474218,21,14,Kidnap,5,174
335,468,469,469,2008-12-31,81.724032,25.474218,13,48,Rape,5,174
336,469,470,470,2012-11-13,81.723693,25.474593,12,4,Kidnap,5,174
337,470,471,471,2013-04-07,81.72128,25.47543,20,39,Violence and Offence,5,174
338,471,472,472,2014-03-05,81.723693,25.474593,7,10,Rape,5,174
339,472,473,473,2013-10-09,81.724359,25.476675,8,17,Hit And Run,5,174
340,473,474,474,2005-09-22,81.727937,25.473375,3,28,Robery,5,174
341,474,475,475,2011-03-21,81.720848,25.478114,18,45,Rape,5,174
342,475,476,476,2015-06-04,81.718864,25.473533,8,37,Rape,5,174
343,476,477,477,2010-05-16,81.719221,25.474471,15,25,Rape,5,174
344,477,478,478,2013-02-20,81.720336,25.47376,7,40,Kidnap,5,174
345,478,479,479,2009-12-29,81.718826,25.471717,8,0,Violence and Offence,5,174
346,479,480,480,2011-09-16,81.720336,25.47376,22,38,Pick,5,174
347,480,481,481,2011-05-18,81.719221,25.474471,13,56,Chain,5,174
348,481,482,482,2005-09-15,81.718864,25.473533,14,54,Pick,5,174
349,482,483,483,2011-12-07,81.718826,25.471717,7,38,Violence and Offence,5,174
350,483,484,484,2015-05-08,81.720611,25.475002,20,3,Murder,5,174
351,484,485,485,2010-02-08,81.718826,25.471717,14,13,Chain,5,174
352,485,486,486,2007-09-08,81.718864,25.473533,0,33,Violence and Offence,5,174
353,486,487,487,2011-05-23,81.72056,25.473114,10,32,Violence and Offence,5,174
354,487,488,488,2011-09-21,81.720212,25.472464,19,16,Chain,5,174
355,488,489,489,2014-11-11,81.721548,25.474146,5,48,Kidnap,5,174
356,489,490,490,2010-10-20,81.718454,25.472946,15,47,Hit And Run,5,174
357,490,491,491,2010-05-18,81.718411,25.47211,18,36,Chain,5,174
358,491,492,492,2011-12-18,81.717421,25.473343,12,52,Hit And Run,5,174
359,492,493,493,2012-05-22,81.719928,25.474503,21,15,Rape,5,174
360,493,494,494,2012-07-24,81.719562,25.477673,4,50,Pick,5,174
361,494,495,495,2012-06-07,81.750057,25.458164,14,54,Robery,5,174
362,495,496,496,2009-07-22,81.750839,25.454421,0,57,Robery,5,174
363,496,497,497,2011-01-31,81.75506,25.45117,5,18,Chain,5,174
364,497,498,498,2008-04-11,81.745303,25.461653,20,24,Pick,5,174
